price,trade,type,data_format,file_type,tag,time,evaluation,name,size,browse
2000.0元,0,数据报告,PDF,文本,产业经济,2017.03-2017.07,5,2017年 智泽华月度行业分析报告,824KB,28137
2000.0元,0,数据报告,PDF,文本,市场调研,2017.06-2017.06,5,2017年06月农副食品加工业行业报告,3.8MB,24989
2000.0元,0,数据报告,PDF,文本,市场调研,2017.06-2017.06,5,2017年06月电气机械和器材制造业行业,4.2MB,28903
100.0元,0,数据报告,doc,文本,产业经济,2016.12-2016.12,5,2016年12月计算机、通信行业,3.6MB,22871
100.0元,0,数据报告,pdf,文本,产业经济,2016.09-2016.09,5,2016年09月黑色金属冶炼和压延加工业,5.4MB,22595
2000.0元,0,数据报告,PDF,文本,市场调研,2017.06-2017.06,5,2017年06月专用设备制造业行业报告,4.4MB,23863
200.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,安徽省二手车企业数据8765条,1.6MB,21406
100.0元,0,数据报告,pdf,文本,市场调研,2016.08-2016.08,5,2016年08月石油加工、炼焦和核燃料加,2.4MB,22649
20.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,北京市在业幼儿园408条,74KB,22534
400.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,广东省二手车企业数据16174条,2.3MB,25890
380.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,山东省二手车企业数据15805条,2.2MB,29668
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,全国水稻产区分布图,6.9MB,27018
1000.0元,0,数据包,shp,文本,位置地图,2016.01-2016.12,5,全国乡镇街道行政区划-河南省郑州市金水区,30KB,24801
3950.0元,0,数据包,shp,文本,位置地图,2016.01-2016.12,5,全国乡镇街道行政区划-河南省三门峡市,2.3MB,26378
200.0元,0,数据包,JPG,图片,位置地图,2016.11-2017.11,5,全国渔业资源分布图,9.2MB,25735
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,全国糖料作物产区分布图,6.5MB,26497
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,全国小麦产区分布图,6.7MB,28151
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2016.10,5,15至17年9月全国五级以上地震分布图,5.3MB,25599
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,全国油料作物产区分布图,6.4MB,24667
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2017.11,5,全国农牧产品分布图,9.0MB,26243
200.0元,0,数据包,JPG,图片,位置地图,2016.11-2017.11,5,2015年全国畜产品产量分布图,7.1MB,28712
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,2015年全国耕地灌溉面积及施肥量分布图,6.7MB,27678
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2017.11,5,全国畜牧区划图,6.1MB,30054
200.0元,0,数据包,JPG,图片,位置地图,2017.10-2017.10,5,中国国际性重要湿地分布图,8.2MB,22826
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2017.10,5,全国棉花种植区域分布图,6.5MB,26536
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2017.10,5,2015年全国水库建设分布图,6.4MB,23681
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2016.10,5,2015年全国地质灾害人员及经济损失情况,6.3MB,28819
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,2015年全国农作物播种面积分布图,6.9MB,20822
200.0元,0,数据包,JPG,图片,位置地图,2017.10-2017.10,5,中国第二次湿地调查情况图,6.5MB,21270
200.0元,0,数据包,JPG,图片,环境质量,2016.10-2016.10,5,2015年全国突发环境事件分布图,6.6MB,21058
200.0元,0,数据包,JPG,文本,位置地图,2016.11-2017.11,5,2015年全国木材产量分布图,9.9MB,29853
36.0元,3,数据包,shape,文本,位置地图,2017.11-2017.12,5,信阳市景点位置数据,43KB,20845
4100.0元,2,数据包,xlsx,文本,智能客服,2018.02-2018.02,5,金融类对话语料-2050轮,214KB,25011
1740.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,甘肃省省市县三级行政区划界线,1.5MB,21979
200.0元,0,数据包,xlsx,文本,商品信息,2015.11-2017.03,5,16批次车辆生产企业及新车产品准入数据,32.9MB,28263
155.0元,0,数据包,xlsx,文本,位置地图,2016.10-2017.11,5,全国光大银行位置数据,161KB,21944
4000.0元,1,数据包,.xlsx,文本,智能客服,2018.03-2018.03,5,金融类对话语料-2000轮,230KB,29976
348.0元,0,数据包,xlsx,文本,位置地图,2016.11-2017.11,5,全国篮球场馆位置数据,319KB,30004
0元报告,25,数据报告,PDF,文本,产业经济,2017.04-2018.04,5,三大关键词数说中国汽车行业发展,1.1MB,22185
0元报告,136,数据报告,PDF,文本,风控,2017.04-2018.04,5,大数据推动金融风控升级,971KB,21771
0元报告,10,数据报告,PDF,文本,产业经济,2014.03-2018.03,5,管理大数据“数”说两会——煤炭,1.2MB,23335
0元报告,12,数据报告,PDF,图片,产业经济,2017.03-2018.03,5,四大关键词数说中国女性就业,1.5MB,21270
0元报告,16,数据报告,PDF,图片,产业经济,2017.04-2018.04,5,钢铁集团转型升级趋势洞察,1.5MB,26403
0.01元,0,数据包,shape,文本,位置地图,2017.11-2017.12,5,西安市建筑物区域矢量数据,1.2MB,27108
600.0元,0,数据包,tif,图片,位置地图,2017.11-2017.12,5,全国1-6级河流分布图,1.0MB,27144
499.0元,0,数据报告,pdf,文本,市场调研,2018.03-2018.03,5,2018年3月新能源车销量分析报告,4.1MB,21693
2720.0元,2,数据包,.xlsx,文本,智能客服,2018.04-2018.04,5,金融类对话语料-1360轮-第5批,184KB,24065
5000.0元,2,数据包,.xlsx,文本,智能客服,2018.03-2018.04,5,金融类对话语料-2500轮-第4批,226KB,22658
499.0元,0,数据报告,pdf,文本,市场调研,2018.03-2018.03,5,2018年3月轿车市场销售分析报告,3.7MB,27620
600.0元,0,数据包,jpg,图片,位置地图,2017.11-2017.11,5,中国一级流域分区图,2.3MB,22824
999.0元,0,数据报告,pdf,文本,市场调研,2018.03-2018.03,5,2018年3月乘用车整体市场销量分析报告,3.0MB,21078
0元报告,12,数据报告,PDF,文本,产业经济,2017.05-2018.05,5,（品宣）时局对汽车零配件行业的影响,1.3MB,28099
399.0元,0,数据包,csv,文本,银行卡信息,-,5,全国银行联行号数据,3.2MB,24925
600.0元,0,数据包,jpg,图片,位置地图,2017.11-2017.12,5,中国降水径流区分布图,3.2MB,21200
999.0元,0,数据报告,pdf,文本,市场调研,2018.03-2018.03,5,2018年3月SUV市场销量分析报告,3.7MB,24820
2.0元,0,数据报告,pdf,文本,市场调研,-,5,照摄像产品广告监测,692KB,21516
2.0元,0,数据报告,pdf,文本,市场调研,-,5,非机动车广告监测,775KB,27774
280.0元,0,数据包,.xlsx,文本,企业工商,2018.01-2018.01,5,北京网络科技公司企业数据包10000条,1.9MB,25732
221.0元,0,数据包,xlsx,文本,位置地图,2016.10-2017.10,5,广西壮族自治区中国电信营业厅位置信息数据,193KB,23062
100.0元,0,数据报告,pdf,文本,产业经济,2016.10-2016.10,5,2016年10月食品制造业,2.6MB,21023
140.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,四川和重庆二手车企业数据5475条,807KB,28690
3000.0元,0,数据包,.csv,文本,智能客服,2018.01-2018.01,5,中文对俄语翻译平行语料10万条,14.2MB,23894
500.0元,1,数据包,xlsx,文本,投融资,2018.02-2018.02,5,2016年国内企业融资信息,369KB,27020
75.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,北京河北二手车企业数据3071条,460KB,23105
50.0元,1,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,上海市二手车企业数据2274条,329KB,28295
90.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,甘肃省二手车企业数据4825条,680KB,25846
70.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,贵州省二手车企业数据3910条,555KB,24279
500.0元,2,数据包,xlsx,文本,投融资,2018.02-2018.02,5,2015年国内企业融资信息,408KB,27001
12900.0元,0,数据报告,PDF,文本,产业经济,2017.11-2017.11,5,2017年11月煤炭开采和洗选业行业报告,2.6MB,25541
688.0元,0,数据包,xlsx,文本,企业工商,2018.02-2018.02,5,国内餐饮承包商名录,1.1MB,30400
200.0元,1,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国各地区用水量分布图,8.4MB,28518
120.0元,0,数据包,.xlsx,文本,企业工商,2018.02-2018.02,5,广西省二手车企业数据6916条,978KB,29175
200.0元,0,数据包,JPG,图片,环境质量,2016.10-2016.10,5,2015年全国生活垃圾处理利用情况分布图,5.3MB,30559
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国自然灾害农作物绝收面积情况,6.6MB,22683
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国受灾人口及经济损失情况分布,7.2MB,27498
200.0元,0,数据包,JPG,图片,环境质量,2016.10-2016.10,5,2015年全国城市废气污染物排放量分布图,5.3MB,20962
920.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,青海省省市县三级行政区划界线,1.3MB,26063
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2017.10,5,2015年全国地质灾害情况分布图,5.8MB,21352
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国黑色金属矿产资源分布图,5.4MB,23862
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2016.10,5,2015年全国主要行业法人单位数分布图,8.0MB,21977
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2016.10,5,2015年全国企业法人单位注册类型分布图,8.0MB,27115
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年中国内资企业类型分布图,6.5MB,24709
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国企业法人单位控股情况分布图,8.2MB,23921
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年中国按产业分级法人单位数分布图,6.8MB,21534
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国造林面积分布图,6.4MB,25095
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国能源矿产资源分布图,4.8MB,29400
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年中国分机构类型法人单位数分布图,6.9MB,30227
400.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.05,5,中国自然资源区划分布图,3.8MB,27308
400.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.04,5,中国主要粮食作物-小麦的分布图,4.0MB,28094
400.0元,0,数据包,jpg,图片,位置地图,2015.06-2016.03,5,中国重要生态功能类型区分布图,6.7MB,26319
200.0元,0,数据包,jpg,图片,位置地图,2015.08-2016.06,5,缺水城市分布图,4.9MB,29444
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国乡镇密度分布图,15.5MB,29086
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国世界遗产分布图,5.2MB,20611
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.11,5,中国最美景点分布图,9.5MB,22744
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国健身中心分布图,7.4MB,24088
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国电信营业厅分布图,11.7MB,25177
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国飞机场分布图,14.0MB,29084
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国电影院分布图,6.1MB,26327
600.0元,0,数据包,jpg,图片,位置地图,2017.01-2017.12,5,中国国家地质公园分布图,9.6MB,27099
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国游客旅游目的地分布图,4.9MB,28838
600.0元,1,数据包,jpg,图片,位置地图,2017.01-2017.12,5,中国餐饮业企业从业人数与资产分布图,6.5MB,21970
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国五星级酒店分布图,9.3MB,29626
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国住宿业企业从业人数与资产分布图,6.9MB,27169
600.0元,0,数据包,jpg,图片,位置地图,2017.10-2017.12,5,中国主要咖啡厅分布图,7.9MB,26332
280.0元,4,数据包,shp,图片,位置地图,2017.03-2018.03,5,黑龙江省自然保护区矢量数据,1.3MB,20669
600.0元,0,数据包,jpg,图片,位置地图,2017.09-2017.11,5,中国国家重点风景名胜区分布图,10.1MB,24630
600.0元,0,数据包,jpg,图片,位置地图,2007.03-2017.12,5,中国国家5A级旅游景区分布图,7.5MB,30712
1000.0元,0,数据包,shp,文本,位置地图,2016.01-2016.12,5,全国乡镇街道行政区划-河南省兰考县,208KB,29056
200.0元,0,数据包,jpg,图片,位置地图,-,5,2016年全国人均农产量分布图,3.3MB,29603
200.0元,0,数据包,jpg,图片,位置地图,-,5,2016年全国畜产品产量分布图,3.3MB,20663
200.0元,0,数据包,jpg,图片,位置地图,-,5,中国石油天然气资源演化分布图,3.8MB,27168
5.0元,0,数据报告,pdf,文本,市场调研,2018.01-2018.07,5,中国豪华车市场研究报告（2018简版）,2.8MB,21322
200.0元,0,数据包,jpg,图片,位置地图,-,5,2016年全国农林牧渔生产值分布图,3.6MB,25309
200.0元,0,数据包,jpg,图片,位置地图,-,5,2016年全国耕地灌溉面积及施肥量分布图,3.5MB,29251
2.0元,0,数据报告,pdf,文本,电子商务,2018.09-2018.10,5,药品类广告监测,393KB,20938
2.0元,0,数据报告,PDF,文本,市场调研,2018.09-2018.10,5,处方药广告监测,587KB,25937
2.0元,0,数据报告,pdf,文本,市场调研,2017.10-2017.10,5,保健食品广告监测,721KB,27638
2.0元,0,数据报告,pdf,文本,市场调研,2017.09-2017.10,5,非处方药广告监测,535KB,26960
2000.0元,0,数据包,"sql,jpg,png,jpeg等",文本,app应用,2018.09-2018.09,5,全国大学院校资料,5.8MB,28247
300.0元,0,数据报告,pdf,文本,知识产权,2005.01-2017.12,5,江淮汽车货车轻量化专利分析,408KB,21248
5.0元,0,数据报告,pdf,文本,市场调研,2018.01-2018.08,5,2018年上半年汽车产品性能质量分析报告,2.4MB,22699
5.0元,0,数据报告,pdf,文本,市场调研,2018.01-2018.06,5,2018上半年汽车质量分析报告小型SUV,1.7MB,28609
5.0元,1,数据报告,pdf,文本,市场调研,2018.01-2018.08,5,中国MPV市场研究报告(2018简版),2.0MB,21845
2.0元,0,数据报告,pdf,文本,市场调研,-,5,方便食品广告监测,631KB,22725
2.0元,0,数据报告,PDF,文本,市场调研,2017.02-2017.12,5,商品房广告监测,688KB,28617
2.0元,0,数据报告,pdf,文本,市场调研,-,5,焙烤食品广告监测,672KB,26556
2.0元,0,数据报告,pdf,文本,市场调研,2015.12-2015.12,5,商用地产广告监测,717KB,29726
2.0元,0,数据报告,pdf,文本,市场调研,-,5,冲饮食品广告监测,685KB,20607
2.0元,0,数据报告,pdf,文本,市场调研,-,5,交通产品类广告监测,715KB,23153
2.0元,1,数据报告,pdf,文本,市场调研,-,5,化妆品类广告监测,682KB,24280
2.0元,0,数据报告,pdf,文本,市场调研,-,5,空气调节设备广告监测,682KB,29141
2.0元,0,数据报告,pdf,文本,市场调研,-,5,酒类广告监测,679KB,26990
2.0元,1,数据报告,pdf,文本,市场调研,-,5,服饰箱包广告监测,767KB,22334
2.0元,0,数据报告,pdf,文本,市场调研,-,5,小家电产品广告监测,685KB,26915
2.0元,0,数据报告,pdf,文本,市场调研,-,5,保健用品广告监测,774KB,22144
2.0元,0,数据报告,pdf,文本,市场调研,-,5,厨房用具广告监测,772KB,28604
2.0元,0,数据报告,pdf,文本,市场调研,-,5,汽车用品广告监测,727KB,29347
2.0元,0,数据报告,pdf,文本,市场调研,-,5,纺织品广告监测,706KB,28301
2.0元,0,数据报告,pdf,文本,市场调研,-,5,普通商品类广告监测,716KB,27958
2.0元,0,数据报告,pdf,文本,市场调研,-,5,办公学习用品广告监测,718KB,27039
2.0元,0,数据报告,pdf,文本,市场调研,-,5,农兽药广告监测,572KB,27657
2.0元,0,数据报告,pdf,文本,市场调研,-,5,家具家私广告监测,774KB,20719
2.0元,0,数据报告,pdf,文本,市场调研,-,5,工业设备广告监测,728KB,23132
2.0元,0,数据报告,pdf,文本,市场调研,-,5,计算机广告监测,549KB,24789
2.0元,0,数据报告,pdf,文本,市场调研,-,5,清洁用品广告监测,810KB,27544
2.0元,0,数据报告,pdf,文本,市场调研,-,5,建材五金广告监测,774KB,20490
2.0元,0,数据报告,pdf,文本,市场调研,-,5,洁齿用品广告监测,757KB,27115
2.0元,0,数据报告,pdf,文本,市场调研,-,5,农林渔牧物资广告监测,733KB,28140
2.0元,0,数据报告,pdf,文本,市场调研,-,5,首饰广告监测,726KB,24933
2.0元,0,数据报告,pdf,文本,市场调研,-,5,普通商品广告监测,596KB,25477
200.0元,0,数据包,jpg,图片,位置地图,2015.10-2016.09,5,中国消失湖泊空间分布高清图,3.9MB,20552
400.0元,0,数据包,jpg,图片,位置地图,2015.03-2016.04,5,中国太阳能资源与利用区划分布图,2.3MB,24439
600.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.04,5,中国东部台风灾害分布图,4.5MB,21994
200.0元,0,数据包,jpg,图片,位置地图,2015.04-2016.03,5,重点城市道路噪声监测点分布图,2.0MB,29519
200.0元,0,数据包,jpg,图片,位置地图,2016.06-2016.08,5,中国城市自然灾害区划,4.2MB,26831
400.0元,0,数据包,jpg,图片,位置地图,2015.08-2016.07,5,中国畜牧业区划图,3.9MB,27028
400.0元,0,数据包,jpg,图片,位置地图,2015.10-2016.05,5,玉米优势区域布局示意图,4.3MB,24256
600.0元,0,数据包,jpg,图片,位置地图,2015.04-2016.06,5,中国水平气候类型高清图,2.0MB,25507
400.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.05,5,中国地貌二级区划界线分布图,5.0MB,27738
400.0元,0,数据包,jpg,图片,位置地图,2015.11-2016.08,5,中国地貌一级区划界线分布图,4.0MB,25824
400.0元,0,数据包,jpg,图片,位置地图,2015.10-2016.07,5,中国径流带分布图,2.4MB,26887
600.0元,0,数据包,jpg,图片,位置地图,2015.07-2016.10,5,中国河流地域界高清图,2.4MB,30267
600.0元,0,数据包,jpg,图片,位置地图,2015.03-2016.01,5,全国2014年月平均降水量图,3.7MB,20743
400.0元,0,数据包,jpg,图片,位置地图,2015.08-2016.07,5,中国泥石流分布图,3.7MB,29091
600.0元,0,数据包,jpg,图片,位置地图,2015.11-2016.09,5,中国林业区划与森林资源利用图,2.2MB,30137
400.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.07,5,全国寒温带分布高清图,3.2MB,25726
200.0元,0,数据包,jpg,图片,位置地图,2015.04-2016.08,5,大豆优势区域布局示意图,4.1MB,24217
200.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.04,5,季风非季风气候,1.8MB,22693
600.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.04,5,2010年全国重要保护区分布图,4.6MB,26386
2.0元,1,数据报告,pdf,文本,市场调研,-,5,普通化妆品广告监测,734KB,25912
400.0元,0,数据包,jpg,图片,位置地图,2015.10-2016.05,5,中国主要大煤炭矿高清图,3.6MB,30112
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国林业投资完成情况分布图,7.2MB,28923
2.0元,0,数据报告,PDF,文本,市场调研,2018.09-2018.10,5,房地产类广告监测,713KB,29959
2.0元,0,数据报告,pdf,文本,市场调研,-,5,特殊化妆品广告监测,760KB,24686
2.0元,1,数据报告,pdf,文本,市场调研,-,5,饮料广告监测,679KB,21740
2.0元,0,数据报告,pdf,文本,市场调研,-,5,奶粉广告监测,681KB,20385
2.0元,2,数据报告,pdf,文本,市场调研,-,5,厨卫电器广告监测,686KB,23173
2.0元,0,数据报告,pdf,文本,市场调研,-,5,米面杂粮广告监测,760KB,30124
2.0元,1,数据报告,pdf,文本,市场调研,-,5,乳制品广告监测,680KB,27010
2.0元,0,数据报告,pdf,文本,市场调研,-,5,调味品广告监测,661KB,23408
2.0元,0,数据报告,pdf,文本,市场调研,-,5,食用油脂广告监测,671KB,30053
2.0元,0,数据报告,pdf,文本,市场调研,-,5,电器类广告监测,680KB,24480
2.0元,1,数据报告,pdf,文本,市场调研,-,5,医疗器械类广告监测,679KB,27158
2.0元,0,数据报告,pdf,文本,市场调研,-,5,普通食品类广告监测,684KB,27513
90.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,吉林省地市级行政区划界线,406KB,21888
2.0元,0,数据报告,pdf,文本,市场调研,-,5,机动车广告监测,717KB,24557
2.0元,0,数据报告,pdf,文本,市场调研,-,5,视听设备广告监测,690KB,28445
140.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,湖南省地市级行政区划界线,249KB,30198
2.0元,0,数据报告,pdf,文本,市场调研,-,5,通信设备广告监测,682KB,26494
2.0元,0,数据报告,pdf,文本,市场调研,-,5,烟草类广告监测,665KB,21431
2.0元,0,数据报告,pdf,文本,市场调研,-,5,烟草制品广告监测,656KB,29215
2.0元,0,数据报告,pdf,文本,市场调研,-,5,消毒产品广告监测,721KB,26629
2.0元,0,数据报告,pdf,文本,市场调研,-,5,钟表眼镜广告监测,728KB,27465
2.0元,0,数据报告,pdf,文本,市场调研,-,5,收藏品广告监测,716KB,22865
2.0元,0,数据报告,pdf,文本,市场调研,-,5,知识产品类广告监测,715KB,28585
2.0元,0,数据报告,pdf,文本,市场调研,-,5,软件广告监测,834KB,27650
2.0元,0,数据报告,pdf,文本,市场调研,-,5,文体娱乐产品广告监测,729KB,29989
2.0元,0,数据报告,pdf,文本,市场调研,-,5,会展广告监测,598KB,29030
2.0元,0,数据报告,pdf,文本,市场调研,-,5,卫生用品广告监测,715KB,24882
2.0元,0,数据报告,pdf,文本,市场调研,-,5,公告启示广告监测,729KB,22943
2.0元,0,数据报告,pdf,文本,市场调研,-,5,公益广告广告监测,731KB,28510
2.0元,0,数据报告,pdf,文本,市场调研,-,5,非商业类广告监测,730KB,22217
2.0元,0,数据报告,pdf,文本,市场调研,-,5,电子商务广告监测,582KB,24708
2.0元,0,数据报告,pdf,文本,市场调研,-,5,会展文体活动广告监测,840KB,22983
2.0元,0,数据报告,pdf,文本,市场调研,-,5,音像印刷出版广告监测,744KB,24050
400.0元,0,数据包,jpg,图片,位置地图,2015.04-2016.08,5,风能资源与利用区划分布(高清),2.4MB,23843
600.0元,0,数据包,jpg,图片,位置地图,2015.08-2016.04,5,中国水资源分布图,3.1MB,21690
400.0元,0,数据包,jpg,图片,位置地图,2011.03-2016.09,5,中国综合自然区划分布图高清图,4.2MB,26263
2.0元,0,数据报告,pdf,文本,市场调研,-,5,会展文化活动广告监测,737KB,27145
400.0元,0,数据包,jpg,图片,自然灾害,2015.04-2016.01,5,中国滑坡、泥石流分布图,3.7MB,27965
600.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.04,5,中国生态地理动物群区划分布图,2.3MB,21277
200.0元,0,数据包,JPG,文本,位置地图,2016.10-2017.10,5,全国玉米种植区域分布图,6.4MB,27402
400.0元,0,数据包,jpg,图片,位置地图,2015.09-2016.04,5,中国水灾度分区分布图,4.0MB,22711
200.0元,0,数据包,jpg,文本,位置地图,2015.05-2016.11,5,中国地形超清图,5.8MB,22176
110.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,河北省地市级行政区划界线,245KB,24611
90.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,贵州省地市级行政区划界线,294KB,22973
400.0元,0,数据包,jpg,图片,位置地图,2015.10-2016.05,5,中国气候带分布图,3.9MB,27148
180.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,海南省地市级行政区划界线,112KB,27389
140.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,广西壮族自治区地市级行政区划界线,565KB,22985
400.0元,0,数据包,jpg,图片,位置地图,2015.05-2016.06,5,中国饲料区划图,3.3MB,21438
170.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,湖北省地市级行政区划界线,383KB,27230
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2016.10,5,2015年全国森林火灾情况分布图,8.2MB,28804
140.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,甘肃省地市级行政区划界线,446KB,27166
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2017.10,5,2015年全国地质灾害防治投资分布图,5.6MB,25060
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国非金属矿产资源分布图,4.0MB,26788
200.0元,1,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国自然保护区基本情况分布图,6.5MB,28403
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国林木蓄积量情况分布图,9.1MB,29422
200.0元,0,数据包,JPG,图片,环境质量,2016.10-2016.10,5,2015年全国废水排放量分布图,6.7MB,27852
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国耕地面积分布图,7.4MB,24861
200.0元,0,数据包,JPG,图片,天气查询,2016.10-2016.10,5,2015年全国降雨量分布图,6.3MB,23443
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国林业本年投资资金来源分布图,7.1MB,21366
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国建设用地面积分布图,5.6MB,28030
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2016.10,5,2015年全国受灾森林面积及损失分布图,8.1MB,24747
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国工业固体废弃物产生量分布图,7.9MB,28204
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2015年全国林业“四害”面积分布图,6.9MB,29464
200.0元,0,数据包,JPG,图片,位置地图,2016.10-2016.10,5,2014年全国草原面积分布图,7.1MB,23946
200.0元,0,数据包,JPG,图片,环境质量,2016.10-2016.10,5,2015年全国工业污染治理投资完成分布图,7.5MB,30239
200.0元,0,数据包,JPG,图片,自然灾害,2016.10-2016.10,5,2014年全国草原受灾面积分布图,6.6MB,20765
2140.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,陕西省省地市县三级行政区划界线,831KB,24674
440.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,宁夏回族自治区省地市县三级行政区划界线,324KB,26043
2100.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,内蒙古自治区省地市县三级行政区划界线,3.0MB,28160
2060.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,湖北省省地市县三级行政区划界线,1.4MB,21160
1940.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,江苏省省地市县三级行政区划界线,820KB,24373
2060.0元,0,数据包,shp,文本,位置地图,2015.01-2016.12,5,辽宁省省地市县三级行政区划界线,1.5MB,24282
130.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,江苏省地市级行政区划界线,239KB,24405
1800.0元,1,数据包,shp,文本,位置地图,2015.09-2016.04,5,中国生态地理动物群区划矢量数据,10.1MB,24223
90.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,福建省地市级行政区划界线,491KB,21105
210.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,广东省地市级行政区划界线,695KB,22402
130.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,黑龙江省地市级行政区划界线,731KB,27346
170.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,山东省地市级行政区划界线,631KB,23068
100.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,陕西省地市级行政区划界线,209KB,28366
110.0元,0,数据包,shape,文本,位置地图,2017.12-2017.12,5,山西省地市级行政区划界线,297KB,25371
