ID,注册时间,注册资本,行业,区域,企业类型,控制人类型,控制人持股比例,flag
909436,2003.0,3330.0,零售业,湖南,有限责任公司,自然人,0.73,1.0
909751,2006.0,9440.0,,广西,农民专业合作社,企业法人,0.78,1.0
909765,2009.0,210.0,服务业,湖北,合伙企业,自然人,0.79,1.0
909923,2006.0,7740.0,零售业,湖北,有限责任公司,企业法人,0.91,1.0
909961,2013.0,4700.0,工业,湖南,合伙企业,自然人,0.98,1.0
910186,2005.0,9650.0,社区服务,湖南,农民专业合作社,企业法人,0.87,1.0
910268,2006.0,5620.0,交通运输业,福建,集体所有制企业,企业法人,0.59,1.0
910639,2012.0,3820.0,零售业,山东,合伙企业,企业法人,0.83,1.0
910778,,3340.0,服务业,江西,合伙企业,自然人,0.57,1.0
910981,2006.0,3330.0,商业服务业,山东,集体所有制企业,自然人,0.7,1.0
911241,2003.0,3420.0,社区服务,广西,合伙企业,企业法人,0.81,1.0
911357,2006.0,5430.0,工业,江西,农民专业合作社,企业法人,0.53,1.0
911761,2003.0,5100.0,服务业,福建,合伙企业,企业法人,0.58,1.0
911811,2014.0,9800.0,交通运输业,江西,有限责任公司,自然人,0.86,1.0
911916,2007.0,7700.0,商业服务业,山东,股份有限公司,企业法人,0.99,1.0
911992,2010.0,9550.0,服务业,湖北,合伙企业,企业法人,0.52,1.0
912051,2002.0,2850.0,服务业,湖北,集体所有制企业,企业法人,0.57,1.0
912094,2002.0,4290.0,零售业,福建,集体所有制企业,企业法人,0.89,1.0
912203,2013.0,9020.0,零售业,江西,合伙企业,自然人,0.82,1.0
912596,2008.0,4940.0,商业服务业,福建,集体所有制企业,企业法人,0.7,1.0
913140,2007.0,3490.0,零售业,湖南,集体所有制企业,企业法人,0.88,1.0
913371,2012.0,7530.0,工业,江西,合伙企业,自然人,0.97,1.0
913518,2008.0,5780.0,,福建,合伙企业,自然人,0.9,1.0
913705,2001.0,6350.0,商业服务业,湖北,合伙企业,自然人,0.53,1.0
913762,2010.0,4390.0,服务业,湖北,股份有限公司,企业法人,0.72,1.0
913982,2007.0,2460.0,零售业,,合伙企业,企业法人,0.53,1.0
913983,2005.0,3490.0,交通运输业,湖南,,企业法人,0.98,1.0
914010,2006.0,3700.0,零售业,湖北,有限责任公司,企业法人,0.85,1.0
914041,2002.0,1850.0,服务业,湖北,股份有限公司,自然人,0.87,1.0
914602,2000.0,9370.0,商业服务业,湖南,有限责任公司,自然人,0.67,1.0
915226,2008.0,6640.0,零售业,广西,合伙企业,企业法人,0.7,1.0
915319,2007.0,7630.0,社区服务,福建,有限责任公司,自然人,0.63,1.0
915532,2013.0,7760.0,商业服务业,广东,农民专业合作社,自然人,0.59,1.0
915680,2012.0,9840.0,零售业,山东,有限责任公司,企业法人,0.63,1.0
915806,2004.0,3350.0,工业,山东,股份有限公司,企业法人,0.99,1.0
915965,2005.0,2410.0,社区服务,广西,合伙企业,自然人,0.6,1.0
916158,2013.0,7850.0,商业服务业,广西,股份有限公司,自然人,0.89,1.0
916350,2009.0,8690.0,工业,湖北,有限责任公司,企业法人,0.62,1.0
916819,2000.0,6650.0,工业,湖北,集体所有制企业,自然人,0.81,1.0
917653,2000.0,5950.0,社区服务,江西,有限责任公司,企业法人,0.92,1.0
917663,2010.0,790.0,零售业,湖南,有限责任公司,企业法人,0.51,1.0
917965,2003.0,8550.0,服务业,广东,有限责任公司,企业法人,0.93,1.0
918493,2013.0,420.0,社区服务,山东,集体所有制企业,自然人,0.54,1.0
918523,2011.0,7540.0,工业,广东,有限责任公司,企业法人,0.77,1.0
919284,2012.0,4480.0,服务业,江西,农民专业合作社,自然人,0.53,1.0
919469,2008.0,2980.0,工业,福建,有限责任公司,自然人,0.81,1.0
919785,2009.0,7870.0,社区服务,广东,集体所有制企业,自然人,0.71,1.0
919825,2001.0,7000.0,社区服务,湖北,股份有限公司,企业法人,0.93,1.0
919865,2006.0,2350.0,零售业,福建,有限责任公司,企业法人,0.98,1.0
920385,2005.0,7370.0,零售业,江西,股份有限公司,企业法人,0.63,1.0
920443,2011.0,8710.0,工业,广西,合伙企业,自然人,0.69,1.0
920748,2005.0,3470.0,交通运输业,福建,有限责任公司,企业法人,0.59,1.0
920980,2000.0,5450.0,零售业,福建,有限责任公司,企业法人,0.78,1.0
921057,2008.0,9150.0,交通运输业,山东,有限责任公司,自然人,0.86,1.0
921564,2013.0,490.0,交通运输业,湖南,农民专业合作社,自然人,0.69,1.0
921703,2004.0,1060.0,零售业,广东,股份有限公司,自然人,0.54,1.0
922308,2008.0,7190.0,社区服务,山东,农民专业合作社,自然人,0.57,1.0
922525,2011.0,8460.0,社区服务,湖南,有限责任公司,企业法人,0.87,1.0
922541,2011.0,9850.0,交通运输业,湖北,有限责任公司,自然人,0.6,1.0
922746,2002.0,6740.0,交通运输业,山东,合伙企业,自然人,0.71,1.0
922849,2005.0,9840.0,交通运输业,江西,农民专业合作社,企业法人,0.75,1.0
923082,2003.0,2920.0,工业,福建,农民专业合作社,企业法人,0.74,1.0
923311,2001.0,3400.0,社区服务,湖北,股份有限公司,自然人,0.52,1.0
923647,2005.0,5480.0,商业服务业,广东,股份有限公司,自然人,0.61,1.0
923695,2010.0,6790.0,社区服务,湖北,农民专业合作社,企业法人,0.59,1.0
923788,2009.0,8510.0,服务业,湖北,有限责任公司,自然人,0.85,1.0
923889,2006.0,610.0,工业,福建,农民专业合作社,企业法人,0.66,1.0
923993,2013.0,5500.0,工业,江西,股份有限公司,自然人,0.82,1.0
924094,2013.0,3600.0,工业,江西,集体所有制企业,企业法人,0.7,1.0
924311,2009.0,8380.0,服务业,广东,集体所有制企业,企业法人,0.64,1.0
924428,2011.0,1690.0,工业,湖南,农民专业合作社,企业法人,0.88,1.0
924534,2012.0,190.0,零售业,江西,集体所有制企业,企业法人,0.85,1.0
924540,2012.0,1400.0,交通运输业,广东,合伙企业,企业法人,0.73,1.0
924574,2000.0,1130.0,服务业,福建,合伙企业,自然人,0.98,1.0
924617,2012.0,9570.0,零售业,广东,合伙企业,企业法人,0.91,1.0
924715,2002.0,2310.0,工业,江西,股份有限公司,企业法人,0.75,1.0
924786,2014.0,7860.0,社区服务,湖北,股份有限公司,自然人,0.75,1.0
925258,2002.0,1460.0,社区服务,湖北,集体所有制企业,自然人,0.59,1.0
925576,2003.0,3780.0,零售业,广西,合伙企业,企业法人,0.73,1.0
925642,2009.0,2950.0,,广西,合伙企业,企业法人,0.71,1.0
925664,2006.0,1810.0,商业服务业,广东,集体所有制企业,自然人,0.58,1.0
926065,2008.0,2830.0,社区服务,福建,有限责任公司,企业法人,0.65,1.0
926224,2007.0,6440.0,零售业,山东,农民专业合作社,自然人,,1.0
926235,2001.0,7450.0,商业服务业,湖南,农民专业合作社,自然人,1.0,1.0
926378,2005.0,4590.0,社区服务,福建,股份有限公司,自然人,,1.0
926610,2012.0,8350.0,零售业,广东,农民专业合作社,企业法人,0.76,1.0
926689,2007.0,2380.0,工业,湖南,合伙企业,自然人,0.8,1.0
926848,2001.0,580.0,社区服务,山东,农民专业合作社,企业法人,0.77,1.0
927537,2003.0,7730.0,服务业,山东,集体所有制企业,自然人,0.93,1.0
927654,2009.0,1340.0,工业,湖南,集体所有制企业,企业法人,0.53,1.0
927703,2008.0,4890.0,社区服务,江西,合伙企业,自然人,0.8,1.0
927836,2000.0,9470.0,服务业,广东,农民专业合作社,企业法人,0.93,1.0
927940,2002.0,6050.0,交通运输业,湖北,集体所有制企业,自然人,0.74,1.0
928103,2000.0,2120.0,工业,广东,股份有限公司,自然人,0.54,1.0
928379,2001.0,4330.0,商业服务业,福建,农民专业合作社,企业法人,0.85,1.0
928546,2008.0,310.0,工业,湖南,集体所有制企业,自然人,0.59,1.0
928785,2008.0,7420.0,交通运输业,广西,合伙企业,企业法人,1.0,1.0
929469,2007.0,260.0,社区服务,湖南,有限责任公司,自然人,0.97,1.0
929496,2008.0,9870.0,服务业,湖南,集体所有制企业,自然人,0.61,1.0
929625,2000.0,1580.0,工业,湖北,有限责任公司,自然人,0.54,1.0
929765,2009.0,8880.0,服务业,福建,合伙企业,自然人,0.84,1.0
930213,2001.0,9490.0,交通运输业,湖南,股份有限公司,企业法人,0.53,1.0
930364,2008.0,4580.0,交通运输业,湖北,,自然人,0.87,1.0
930622,,4520.0,商业服务业,广西,农民专业合作社,自然人,0.56,1.0
930701,2001.0,3990.0,社区服务,江西,合伙企业,企业法人,0.77,1.0
930803,2001.0,2420.0,工业,福建,集体所有制企业,企业法人,0.89,1.0
931054,2005.0,7270.0,商业服务业,江西,合伙企业,企业法人,0.99,1.0
931138,2006.0,4820.0,零售业,广东,有限责任公司,企业法人,0.69,1.0
931641,2008.0,3480.0,服务业,江西,合伙企业,自然人,0.79,1.0
931666,2006.0,5290.0,商业服务业,广东,有限责任公司,企业法人,0.71,1.0
931881,2014.0,1650.0,社区服务,江西,农民专业合作社,自然人,0.94,1.0
932156,2002.0,2460.0,工业,湖北,有限责任公司,自然人,0.66,1.0
932201,2002.0,9070.0,商业服务业,江西,集体所有制企业,企业法人,0.99,1.0
932325,2005.0,1730.0,零售业,江西,集体所有制企业,自然人,0.99,1.0
932341,2010.0,2520.0,零售业,广东,股份有限公司,自然人,0.58,1.0
932834,2008.0,5480.0,零售业,福建,集体所有制企业,自然人,0.53,1.0
933400,2012.0,3120.0,社区服务,山东,股份有限公司,自然人,0.6,1.0
934012,2002.0,3120.0,工业,广西,集体所有制企业,自然人,0.74,1.0
934116,2004.0,710.0,工业,福建,农民专业合作社,企业法人,0.61,1.0
934361,2004.0,5710.0,服务业,福建,股份有限公司,企业法人,0.72,1.0
934389,2006.0,4410.0,商业服务业,湖北,股份有限公司,企业法人,0.97,1.0
934542,2004.0,9200.0,工业,广东,合伙企业,自然人,0.74,1.0
934588,2003.0,5350.0,交通运输业,湖南,集体所有制企业,企业法人,0.52,1.0
934756,2002.0,7420.0,交通运输业,湖北,农民专业合作社,企业法人,0.63,1.0
934840,2007.0,9260.0,交通运输业,山东,农民专业合作社,企业法人,0.69,1.0
934890,2004.0,1630.0,服务业,山东,合伙企业,自然人,0.61,1.0
934961,2001.0,8310.0,服务业,山东,合伙企业,自然人,0.62,1.0
935063,2012.0,3460.0,交通运输业,福建,有限责任公司,企业法人,0.83,1.0
935254,2007.0,6510.0,工业,福建,合伙企业,企业法人,0.54,1.0
935287,2001.0,4560.0,零售业,湖北,有限责任公司,企业法人,0.82,1.0
935339,2009.0,,商业服务业,湖南,集体所有制企业,企业法人,0.88,1.0
936091,2013.0,1550.0,服务业,湖北,合伙企业,自然人,0.61,1.0
936604,2009.0,790.0,商业服务业,湖北,合伙企业,企业法人,0.56,1.0
936685,2004.0,8650.0,工业,广西,集体所有制企业,企业法人,0.79,1.0
936880,2014.0,7030.0,,福建,合伙企业,自然人,0.92,1.0
936925,2004.0,9560.0,商业服务业,广东,有限责任公司,自然人,0.77,1.0
937223,2002.0,9310.0,服务业,湖北,农民专业合作社,企业法人,0.69,1.0
937874,2011.0,160.0,社区服务,广东,有限责任公司,自然人,0.52,1.0
938208,2010.0,7700.0,零售业,广东,合伙企业,企业法人,0.82,1.0
938504,2010.0,7180.0,交通运输业,广东,有限责任公司,企业法人,0.61,1.0
938572,2000.0,9190.0,商业服务业,广西,集体所有制企业,企业法人,0.56,1.0
938741,2011.0,3060.0,交通运输业,江西,有限责任公司,自然人,0.92,1.0
938913,2014.0,7510.0,服务业,湖南,集体所有制企业,企业法人,0.97,1.0
938962,2004.0,7410.0,商业服务业,湖北,股份有限公司,,0.67,1.0
939052,2003.0,4800.0,社区服务,湖南,股份有限公司,自然人,0.68,1.0
939093,2009.0,4830.0,零售业,湖北,合伙企业,自然人,0.51,1.0
939737,2000.0,7120.0,零售业,广西,股份有限公司,企业法人,0.87,1.0
939842,2006.0,1160.0,社区服务,广西,集体所有制企业,自然人,0.94,1.0
939965,2000.0,800.0,社区服务,江西,股份有限公司,企业法人,0.75,1.0
940215,2008.0,3830.0,服务业,江西,有限责任公司,企业法人,0.67,1.0
940274,2009.0,4730.0,商业服务业,广西,有限责任公司,自然人,0.6,1.0
940307,2009.0,4570.0,社区服务,山东,股份有限公司,企业法人,0.51,1.0
940520,2011.0,2920.0,工业,广西,合伙企业,企业法人,0.68,1.0
940816,2007.0,250.0,服务业,湖南,集体所有制企业,自然人,0.56,1.0
940992,2005.0,450.0,零售业,福建,有限责任公司,企业法人,0.76,1.0
941120,2009.0,630.0,工业,湖南,股份有限公司,自然人,0.73,1.0
941264,2014.0,5190.0,服务业,广东,有限责任公司,企业法人,0.78,1.0
941460,2014.0,7870.0,零售业,广西,股份有限公司,自然人,0.93,1.0
941501,2014.0,9090.0,工业,江西,农民专业合作社,企业法人,0.73,1.0
941546,2008.0,8210.0,交通运输业,湖北,集体所有制企业,企业法人,0.88,1.0
941831,2007.0,5800.0,商业服务业,广西,合伙企业,自然人,0.53,1.0
941913,2011.0,,零售业,湖北,农民专业合作社,自然人,0.86,1.0
942488,2013.0,4200.0,社区服务,湖北,有限责任公司,企业法人,0.52,1.0
942616,2004.0,9820.0,交通运输业,福建,农民专业合作社,自然人,0.69,1.0
942630,2014.0,3940.0,社区服务,山东,集体所有制企业,企业法人,0.56,1.0
942632,2010.0,7770.0,零售业,江西,农民专业合作社,自然人,0.91,1.0
942918,2002.0,810.0,零售业,湖南,合伙企业,企业法人,0.71,1.0
943004,2004.0,6410.0,服务业,广西,有限责任公司,自然人,0.78,1.0
943480,2005.0,8540.0,商业服务业,湖北,合伙企业,自然人,,1.0
943600,2005.0,1350.0,社区服务,湖北,有限责任公司,自然人,0.68,1.0
943640,2010.0,2510.0,商业服务业,江西,合伙企业,自然人,0.53,1.0
943687,2001.0,4590.0,商业服务业,江西,集体所有制企业,自然人,0.63,1.0
943708,2009.0,2940.0,工业,江西,股份有限公司,自然人,0.82,1.0
943734,2011.0,640.0,交通运输业,山东,农民专业合作社,企业法人,0.88,1.0
944324,2011.0,3050.0,商业服务业,江西,农民专业合作社,企业法人,0.93,1.0
944542,2014.0,3810.0,工业,湖南,有限责任公司,企业法人,0.68,1.0
944778,2011.0,7100.0,服务业,山东,农民专业合作社,企业法人,0.64,1.0
945016,2010.0,260.0,工业,湖北,合伙企业,企业法人,0.57,1.0
945090,2012.0,1420.0,工业,福建,农民专业合作社,自然人,0.96,1.0
945095,2009.0,8370.0,工业,广东,农民专业合作社,企业法人,0.72,1.0
945321,2004.0,2820.0,零售业,广西,,企业法人,0.72,1.0
945514,2000.0,8260.0,社区服务,山东,集体所有制企业,自然人,0.77,1.0
945645,2006.0,2280.0,社区服务,广东,集体所有制企业,自然人,0.55,1.0
946021,2005.0,2900.0,服务业,山东,农民专业合作社,企业法人,0.95,1.0
946059,2014.0,9090.0,服务业,江西,农民专业合作社,企业法人,0.78,1.0
946105,2006.0,5120.0,零售业,广西,集体所有制企业,自然人,0.99,1.0
946143,2000.0,5290.0,商业服务业,山东,合伙企业,自然人,0.81,1.0
946418,2008.0,4730.0,服务业,湖南,集体所有制企业,自然人,0.55,1.0
946420,2006.0,8260.0,零售业,山东,集体所有制企业,自然人,0.94,1.0
946474,2000.0,3180.0,零售业,福建,合伙企业,自然人,0.85,1.0
946697,2014.0,9910.0,社区服务,广东,合伙企业,企业法人,0.74,1.0
946743,2002.0,7590.0,交通运输业,湖南,集体所有制企业,自然人,0.56,1.0
946926,2005.0,7470.0,零售业,广西,有限责任公司,企业法人,0.8,1.0
947151,2003.0,9130.0,社区服务,江西,合伙企业,自然人,0.94,1.0
947199,2007.0,1880.0,零售业,湖南,有限责任公司,企业法人,0.92,1.0
947407,2005.0,2880.0,服务业,广西,合伙企业,企业法人,0.64,1.0
948010,2014.0,6890.0,交通运输业,广东,合伙企业,自然人,0.81,1.0
948056,2005.0,5790.0,社区服务,广西,合伙企业,企业法人,0.62,1.0
948143,2000.0,3860.0,工业,山东,集体所有制企业,企业法人,0.68,1.0
948416,2014.0,4020.0,社区服务,湖北,农民专业合作社,企业法人,0.79,1.0
948839,2013.0,9350.0,零售业,江西,股份有限公司,自然人,0.53,1.0
948898,2005.0,6580.0,服务业,湖北,有限责任公司,企业法人,0.66,1.0
948999,2002.0,4610.0,商业服务业,江西,合伙企业,企业法人,0.52,1.0
949053,2000.0,6810.0,商业服务业,广东,股份有限公司,自然人,0.8,1.0
949466,2011.0,5630.0,社区服务,江西,有限责任公司,企业法人,0.89,1.0
949564,2000.0,4670.0,服务业,山东,有限责任公司,企业法人,0.89,1.0
949951,2008.0,3920.0,工业,广东,股份有限公司,自然人,0.51,1.0
950351,2009.0,6960.0,工业,,农民专业合作社,自然人,0.63,1.0
950449,2002.0,6920.0,工业,福建,有限责任公司,自然人,0.7,1.0
950521,2002.0,2360.0,商业服务业,广西,有限责任公司,自然人,0.81,1.0
951118,2012.0,5040.0,零售业,湖北,有限责任公司,自然人,0.85,1.0
951515,2003.0,9100.0,工业,江西,股份有限公司,自然人,0.55,1.0
951968,2006.0,9820.0,服务业,湖北,农民专业合作社,企业法人,0.51,1.0
952073,2006.0,4730.0,社区服务,山东,集体所有制企业,自然人,0.59,1.0
952605,2004.0,10000.0,社区服务,湖南,合伙企业,企业法人,0.81,1.0
952742,2006.0,5540.0,商业服务业,福建,股份有限公司,企业法人,0.94,1.0
953093,2013.0,5730.0,零售业,湖北,有限责任公司,自然人,0.68,1.0
953530,2005.0,3250.0,社区服务,湖北,股份有限公司,自然人,0.68,1.0
953626,2004.0,9680.0,工业,湖南,股份有限公司,企业法人,0.68,1.0
953662,2005.0,460.0,零售业,湖北,有限责任公司,自然人,0.56,1.0
953814,2010.0,9270.0,工业,江西,农民专业合作社,企业法人,0.7,1.0
953864,2002.0,2820.0,商业服务业,湖北,农民专业合作社,自然人,0.61,1.0
953929,2004.0,7140.0,工业,广东,集体所有制企业,自然人,0.58,1.0
953990,2010.0,7160.0,服务业,福建,有限责任公司,企业法人,0.85,1.0
954093,2007.0,5170.0,交通运输业,湖北,农民专业合作社,自然人,0.89,1.0
954176,2000.0,4530.0,交通运输业,广东,股份有限公司,自然人,0.6,1.0
954299,2004.0,7770.0,零售业,广西,合伙企业,企业法人,0.66,1.0
954949,2010.0,6330.0,,江西,农民专业合作社,自然人,0.88,1.0
955256,2011.0,5620.0,商业服务业,湖北,农民专业合作社,企业法人,0.72,1.0
955804,,3400.0,工业,湖南,股份有限公司,自然人,0.52,1.0
955996,2010.0,,交通运输业,湖南,股份有限公司,企业法人,0.82,1.0
956213,2010.0,3080.0,交通运输业,福建,集体所有制企业,自然人,0.71,1.0
956504,2002.0,9160.0,工业,福建,有限责任公司,自然人,,1.0
956905,2003.0,870.0,商业服务业,,合伙企业,自然人,0.62,1.0
957122,2000.0,2150.0,零售业,山东,股份有限公司,自然人,0.64,1.0
957179,2001.0,480.0,商业服务业,湖北,合伙企业,企业法人,0.79,1.0
957198,2002.0,8870.0,工业,江西,股份有限公司,自然人,0.56,1.0
957305,2006.0,7700.0,工业,福建,合伙企业,自然人,0.83,1.0
957437,2006.0,7400.0,服务业,湖南,集体所有制企业,企业法人,0.82,1.0
957750,2000.0,8710.0,零售业,福建,有限责任公司,企业法人,0.75,1.0
958203,2002.0,540.0,商业服务业,江西,股份有限公司,自然人,0.7,1.0
958313,2013.0,6570.0,零售业,广西,农民专业合作社,自然人,0.9,1.0
958409,2009.0,1520.0,工业,江西,集体所有制企业,自然人,1.0,1.0
958646,2008.0,6570.0,商业服务业,江西,有限责任公司,自然人,0.83,1.0
958806,2006.0,2830.0,交通运输业,广东,农民专业合作社,企业法人,0.81,1.0
959418,2002.0,3140.0,服务业,福建,农民专业合作社,企业法人,0.85,1.0
959422,2010.0,260.0,社区服务,山东,有限责任公司,自然人,0.71,1.0
959466,2007.0,9850.0,工业,福建,合伙企业,企业法人,0.88,1.0
959509,2011.0,2550.0,零售业,山东,股份有限公司,自然人,0.81,1.0
959713,2001.0,7810.0,工业,湖南,合伙企业,自然人,0.78,1.0
960013,2010.0,3720.0,零售业,广东,合伙企业,企业法人,0.66,1.0
960125,2005.0,1280.0,商业服务业,湖南,有限责任公司,自然人,0.58,1.0
960151,2005.0,1200.0,工业,湖北,农民专业合作社,自然人,0.86,1.0
960218,2010.0,4420.0,服务业,福建,合伙企业,企业法人,0.86,1.0
961083,2008.0,7510.0,商业服务业,广东,有限责任公司,企业法人,,1.0
961216,2012.0,4810.0,工业,福建,合伙企业,企业法人,1.0,1.0
961356,2012.0,7490.0,服务业,湖北,合伙企业,自然人,0.91,1.0
961439,2009.0,1060.0,交通运输业,广西,合伙企业,自然人,0.53,1.0
961696,2013.0,4150.0,工业,广西,集体所有制企业,企业法人,0.86,1.0
961891,2003.0,9710.0,交通运输业,江西,农民专业合作社,企业法人,0.58,1.0
961923,2002.0,6310.0,商业服务业,山东,合伙企业,企业法人,0.52,1.0
962289,2008.0,8040.0,社区服务,湖北,股份有限公司,自然人,0.65,1.0
962482,2005.0,4780.0,服务业,山东,农民专业合作社,企业法人,0.61,1.0
962853,2012.0,6200.0,服务业,山东,有限责任公司,企业法人,0.61,1.0
962862,2002.0,1850.0,商业服务业,山东,集体所有制企业,企业法人,0.72,1.0
962922,2010.0,4530.0,零售业,山东,股份有限公司,自然人,0.94,1.0
963212,2000.0,7690.0,商业服务业,福建,合伙企业,企业法人,0.65,1.0
963269,2013.0,2560.0,社区服务,江西,农民专业合作社,自然人,0.84,1.0
963941,2000.0,2250.0,社区服务,福建,农民专业合作社,企业法人,1.0,1.0
964476,2007.0,1540.0,社区服务,湖北,股份有限公司,企业法人,0.6,1.0
964748,2011.0,3120.0,服务业,广西,农民专业合作社,企业法人,0.56,1.0
965332,2013.0,5730.0,零售业,福建,农民专业合作社,自然人,0.7,1.0
965409,2002.0,4860.0,零售业,江西,,企业法人,0.79,1.0
966071,2000.0,8660.0,零售业,广东,农民专业合作社,自然人,0.81,1.0
966601,2014.0,1590.0,商业服务业,湖南,集体所有制企业,自然人,0.71,1.0
966667,2003.0,4140.0,商业服务业,广东,股份有限公司,企业法人,0.74,1.0
966915,2005.0,4530.0,社区服务,江西,合伙企业,自然人,0.99,1.0
967358,2009.0,9150.0,零售业,湖北,股份有限公司,企业法人,0.97,1.0
967477,,6510.0,零售业,湖南,股份有限公司,企业法人,0.96,1.0
967572,2005.0,5170.0,工业,福建,合伙企业,企业法人,0.82,1.0
967650,2010.0,3470.0,交通运输业,福建,股份有限公司,企业法人,1.0,1.0
967669,2013.0,3160.0,服务业,湖北,农民专业合作社,自然人,,1.0
967753,2009.0,6750.0,社区服务,福建,农民专业合作社,企业法人,0.89,1.0
968026,2010.0,5740.0,工业,福建,农民专业合作社,自然人,0.6,1.0
968391,2005.0,2700.0,交通运输业,湖南,合伙企业,自然人,0.56,1.0
968616,2006.0,5410.0,交通运输业,广东,合伙企业,企业法人,0.71,1.0
969214,2004.0,5740.0,交通运输业,湖南,股份有限公司,自然人,0.93,1.0
969587,2002.0,7660.0,零售业,湖北,股份有限公司,自然人,0.62,1.0
970347,2004.0,5880.0,交通运输业,山东,股份有限公司,自然人,0.76,1.0
970480,2011.0,4900.0,社区服务,福建,合伙企业,自然人,0.75,1.0
970510,2006.0,380.0,零售业,山东,股份有限公司,自然人,0.89,1.0
970602,2012.0,2450.0,零售业,山东,集体所有制企业,企业法人,0.54,1.0
970624,2011.0,2020.0,工业,广东,有限责任公司,企业法人,0.54,1.0
970735,2009.0,1480.0,零售业,山东,农民专业合作社,企业法人,0.73,1.0
970777,2014.0,5410.0,商业服务业,广西,集体所有制企业,企业法人,0.58,1.0
970812,2005.0,8090.0,零售业,湖南,有限责任公司,自然人,0.98,1.0
970872,2010.0,8840.0,商业服务业,江西,集体所有制企业,自然人,0.81,1.0
971160,2012.0,6320.0,工业,江西,有限责任公司,企业法人,0.56,1.0
971260,2000.0,3240.0,社区服务,广东,股份有限公司,企业法人,0.64,1.0
971505,2012.0,1930.0,交通运输业,江西,股份有限公司,企业法人,0.99,1.0
971572,2002.0,1070.0,零售业,湖北,有限责任公司,自然人,0.74,1.0
971800,2006.0,5790.0,交通运输业,江西,农民专业合作社,企业法人,0.68,1.0
971830,2008.0,1470.0,服务业,湖南,农民专业合作社,自然人,0.9,1.0
971947,2010.0,1480.0,工业,广西,农民专业合作社,企业法人,0.93,1.0
972385,2005.0,8520.0,社区服务,广西,农民专业合作社,企业法人,0.75,1.0
972614,2005.0,8350.0,工业,广西,集体所有制企业,企业法人,0.55,1.0
972652,2014.0,510.0,零售业,广西,合伙企业,自然人,0.97,1.0
973026,2005.0,3840.0,服务业,广东,合伙企业,自然人,0.53,1.0
973095,2001.0,8690.0,零售业,江西,农民专业合作社,企业法人,0.85,1.0
973115,2013.0,5430.0,零售业,广东,农民专业合作社,自然人,0.7,1.0
973160,2013.0,1950.0,零售业,广西,农民专业合作社,企业法人,0.81,1.0
973733,2013.0,8980.0,零售业,广西,股份有限公司,自然人,0.87,1.0
973857,2010.0,2830.0,社区服务,湖北,集体所有制企业,自然人,0.94,1.0
974198,2012.0,2070.0,零售业,湖南,有限责任公司,自然人,0.92,1.0
974655,2005.0,7210.0,商业服务业,广西,有限责任公司,自然人,0.55,1.0
975068,2007.0,5090.0,零售业,湖北,合伙企业,企业法人,0.82,1.0
975128,2006.0,9670.0,社区服务,广西,集体所有制企业,企业法人,0.89,1.0
975236,2001.0,5100.0,交通运输业,山东,股份有限公司,企业法人,0.52,1.0
975719,2014.0,4630.0,商业服务业,广东,农民专业合作社,企业法人,0.54,1.0
975889,2006.0,7890.0,服务业,广东,股份有限公司,企业法人,0.94,1.0
975956,2014.0,8430.0,商业服务业,江西,合伙企业,企业法人,0.93,1.0
976191,2006.0,6650.0,交通运输业,山东,合伙企业,企业法人,0.56,1.0
976244,2013.0,410.0,服务业,福建,合伙企业,自然人,0.55,1.0
976558,2003.0,4710.0,零售业,广西,股份有限公司,自然人,0.63,1.0
976594,2011.0,420.0,工业,湖北,集体所有制企业,企业法人,0.87,1.0
976798,2006.0,1880.0,交通运输业,广东,集体所有制企业,自然人,0.57,1.0
977325,2012.0,9750.0,零售业,山东,股份有限公司,自然人,0.78,1.0
977375,2006.0,9010.0,工业,广东,有限责任公司,自然人,0.97,1.0
977649,2013.0,4170.0,交通运输业,广西,有限责任公司,企业法人,0.74,1.0
977675,2005.0,7540.0,社区服务,福建,农民专业合作社,企业法人,0.99,1.0
977842,2012.0,6960.0,社区服务,广西,有限责任公司,企业法人,0.74,1.0
978368,2006.0,4520.0,零售业,山东,集体所有制企业,企业法人,0.67,1.0
978515,2006.0,7770.0,工业,江西,农民专业合作社,企业法人,0.54,1.0
978808,2001.0,1860.0,社区服务,广东,股份有限公司,自然人,0.95,1.0
978886,2009.0,6010.0,交通运输业,湖北,集体所有制企业,企业法人,0.84,1.0
978926,2010.0,7000.0,社区服务,福建,合伙企业,企业法人,0.79,1.0
979023,2012.0,3350.0,零售业,山东,农民专业合作社,企业法人,0.58,1.0
979085,2003.0,9490.0,,广西,农民专业合作社,自然人,0.68,1.0
979159,2014.0,8530.0,工业,江西,有限责任公司,企业法人,0.68,1.0
979211,2010.0,5970.0,交通运输业,福建,农民专业合作社,企业法人,0.86,1.0
979245,2003.0,960.0,零售业,广东,集体所有制企业,企业法人,0.59,1.0
979385,2007.0,4760.0,社区服务,山东,合伙企业,企业法人,0.85,1.0
979552,2001.0,1230.0,商业服务业,湖南,集体所有制企业,企业法人,0.88,1.0
979586,2009.0,1670.0,商业服务业,广西,股份有限公司,自然人,0.51,1.0
979976,2008.0,140.0,商业服务业,福建,集体所有制企业,自然人,0.87,1.0
980039,2004.0,9890.0,工业,广东,集体所有制企业,自然人,0.83,1.0
980175,2003.0,5000.0,服务业,广西,有限责任公司,企业法人,0.79,1.0
