trade,price,size,time,tag,name,type,evaluation,browse,file_type,data_format
0,1.00元/次,,,手机号验证,身份证四要素验证,API数据,5,23554,,
0,0.050元/次,,,智能风控,手持身份证人脸比对,API数据,5,30977,,
0,0.050元/次,,,车辆信息,VIN码车辆查询VIN码车架号查询标准版,API数据,5,24180,,
0,0.080元/次,,,智能识别,银行卡OCR识别,API数据,4,27750,,
0,0.15元/次,,,智能识别,营业执照OCR识别,API数据,4,25771,,
0,0.080元/次,,,智能识别,行驶证OCR识别,API数据,4,27282,,
0,0.080元/次,,,智能识别,驾驶证OCR识别,API数据,4,24727,,
0,0.40元/次,,,手机号验证,全网手机三要素接口,API数据,4,24616,,
0,0.22元/次,,,身份核验,身份证实名认证接口,API数据,4,29612,,
0,0.080元/次,,,车辆信息,车牌号OCR识别,API数据,4,30026,,
0,0.22元/次,,,银行卡核验,银行卡四要素认证,API数据,4,26194,,
0,0.080元/次,,,公告文书,法院公告开庭公告裁判文书审判流程查询,API数据,5,29980,,
0,0.70元/次,,,企业综合,专业版法院综合诉讼查询,API数据,5,26589,,
0,0.016元/次,,,电子商务,淘宝商品详细信息查询V2,API数据,5,31752,,
0,0.009元/次,,,智能风控,语言处理AI文本纠错接口,API数据,4,30571,,
0,0.009元/次,,,行驶驾驶,OCR行驶证识别,API数据,5,31302,,
0,0.009元/次,,,智能风控,OCR银行卡识别,API数据,5,28894,,
0,0.009元/次,,,智能风控,语言处理AI词法分析接口,API数据,4,23133,,
0,0.009元/次,,,智能识别,OCR身份证识别,API数据,4,22158,,
0,0.009元/次,,,电子商务,京东商品问答详情查询,API数据,4,29920,,
0,0.009元/次,,,智能风控,OCR营业执照识别,API数据,5,28672,,
0,0.012元/次,,,电子商务,京东商品评价详情查询,API数据,5,22746,,
0,0.012元/次,,,电子商务,拼多多商品简要信息实时查询,API数据,4,29045,,
0,0.016元/次,,,电子商务,通过淘宝商品编码查询同款商品或相似商品,API数据,4,27709,,
0,0.012元/次,,,电子商务,拼多多店铺列表实时查询,API数据,4,24883,,
0,0.012元/次,,,电子商务,拼多多热销爆款商品列表实时查询,API数据,4,23191,,
0,0.016元/次,,,电子商务,上传单张图片至图片空间,API数据,4,23243,,
0,0.016元/次,,,商品信息,通过关键词查询搜索拼多多商品,API数据,5,28758,,
0,0.016元/次,,,商品信息,拼多多整店商品列表实时查询,API数据,4,29249,,
0,1.00元/次,,,身份核验,三网手机月消费档次查询,API数据,4,21314,,
0,0.016元/次,,,商品信息,通过商品标准类目查询搜索拼多多商品,API数据,4,23556,,
0,0.17元/次,,,企业工商,获取商标列表,API数据,4,23734,,
0,0.030元/次,,,交通违章,全国车辆违章查询支持新能源车,API数据,4,11439,,
0,0.090元/次,,,交通违章,车辆历史违章记录查询支持新能源汽车,API数据,5,34221,,
0,1.25元/次,,,银行卡核验,企业银行账户验证对公账户验证,API数据,4,25416,,
0,0.092元/次,,,企业工商,企业业绩报表,API数据,4,23855,,
0,0.11元/次,,,黑名单,被执行人接口,API数据,5,22570,,
0,0.12元/次,,,投融资,融资融券,API数据,4,21257,,
0,0.20元/次,,,企业综合,上市企业发行相关,API数据,4,27580,,
0,20.00元/次,,,市场调研,市场调查研究报告查询,API数据,4,29352,,
0,0.20元/次,,,企业综合,企业资金流向,API数据,4,24447,,
0,0.002元/次,,,智能客服,判断是否机器翻译,API数据,4,29870,,
0,0.40元/次,,,交通违章,全国交通罚单查询企业版,API数据,5,29303,,
0,0.001元/次,,,IP地址,IP地址归属地查询,API数据,5,27733,,
0,0.057元/次,,,位置地图,热门旅游景点查询,API数据,4,31904,,
0,2.0元,549KB,-,市场调研,计算机广告监测,数据报告,5,24797,文本,pdf
0,2.0元,620KB,-,市场调研,医疗服务类广告监测,数据报告,5,26902,文本,pdf
0,12720.0元,582KB,2019.12-2019.12,智能客服,金融对话语料豪华版-6360轮,数据包,5,20896,文本,xlsx
9,0元报告,2.7MB,2019.05-2019.05,产业经济,2019 City Home Style,数据报告,5,28819,文本,pdf
4,0元报告,196KB,2019.05-2019.05,京东数据报告,熬最深的夜 买最贵的装备”,数据报告,5,28674,文本,word
0,2000.0元,103KB,2019.12-2019.12,智能客服,金融对话语料体验版十轮-1000轮,数据包,5,23569,文本,xlsx
0,2.0元,721KB,2017.10-2017.10,市场调研,保健食品广告监测,数据报告,5,27647,文本,pdf
4,0元报告,1.1MB,2019.05-2019.05,产业经济,夜经济报告,数据报告,5,20873,文本,pdf
0,5000.0元,226KB,2019.01-2019.01,智能客服,金融对话语料10轮_2500轮,数据包,5,25997,文本,.xlsx
0,4000.0元,228KB,2019.12-2019.12,智能客服,金融对话语料10轮_2000轮,数据包,5,25326,文本,.xlsx
0,400.0元,3.2MB,2015.09-2016.07,位置地图,全国寒温带分布高清图,数据包,5,25760,图片,jpg
0,200.0元,1.8MB,2015.09-2016.04,位置地图,季风非季风气候,数据包,5,22718,图片,jpg
0,400.0元,3.7MB,2015.08-2016.07,位置地图,中国泥石流分布图,数据包,5,29119,图片,jpg
0,600.0元,2.2MB,2015.11-2016.09,位置地图,中国林业区划与森林资源利用图,数据包,5,30164,图片,jpg
0,600.0元,3.7MB,2015.03-2016.01,位置地图,全国2014年月平均降水量图,数据包,5,20767,图片,jpg
0,398.0元,354KB,2016.11-2017.10,位置地图,山西省加油站位置信息数据,数据包,5,25666,文本,xlsx
0,890.0元,676KB,2016.11-2017.10,位置地图,河南省旅游景点位置信息数据,数据包,5,23587,文本,xlsx
0,200.0元,6.9MB,2016.11-2017.11,位置地图,2015年全国农作物播种面积分布图,数据包,5,20890,文本,JPG
22,0元报告,2.0MB,2016.12-2017.12,产业经济,从管理大数据看中国集团企业品牌建设,数据报告,5,21645,文本,PDF
30,0元报告,1.4MB,2016.12-2017.12,产业经济,从大数据看军民融合发展,数据报告,5,20492,文本,PDF
9,0元报告,1.2MB,2016.12-2017.12,产业经济,大数据时代煤炭行业三大领域的发展,数据报告,5,25189,文本,PDF
8,0元报告,1.2MB,2016.12-2017.12,产业经济,煤炭企业兼并重组后的文化融合,数据报告,5,27740,文本,PDF
20,0元报告,1.4MB,2016.12-2017.12,产业经济,大数据时代企业文化管理创新,数据报告,5,29480,文本,PDF
0,283.0元,232KB,2016.10-2017.10,位置地图,湖北省棋牌室位置信息数据,数据包,5,28830,文本,xlsx
12,0元报告,907KB,2016.12-2017.12,产业经济,管理大数据之煤企高层画像,数据报告,5,28762,文本,PDF
0,213.0元,172KB,2016.10-2017.10,位置地图,湖南省棋牌室位置信息数据,数据包,5,26294,文本,xlsx
0,1823.0元,1.5MB,2016.10-2017.10,位置地图,河南省幼儿园位置信息数据,数据包,5,21218,文本,xlsx
0,329.0元,268KB,2016.10-2017.10,位置地图,安徽省棋牌室位置信息数据,数据包,5,20359,文本,xlsx
0,731.0元,656KB,2016.10-2017.10,位置地图,湖北省幼儿园位置信息数据,数据包,5,21194,文本,xlsx
0,1284.0元,1.1MB,2016.10-2017.10,位置地图,河北省幼儿园位置信息数据,数据包,5,24260,文本,xlsx
0,293.0元,258KB,2016.10-2017.10,位置地图,山东省职业技术学校位置信息数据,数据包,5,21502,文本,xlsx
0,199.0元,180KB,2016.10-2017.10,位置地图,四川省职业技术学校位置信息数据,数据包,5,24272,文本,xlsx
0,736.0元,608KB,2016.11-2017.11,位置地图,全国住宅别墅区位置数据,数据包,5,24527,文本,xlsx
0,899.0元,798KB,2016.10-2017.10,位置地图,湖南省湘菜(湖南菜)馆位置信息数据,数据包,5,27067,文本,xlsx
0,257.0元,223KB,2016.11-2017.10,位置地图,黑龙江省洗车行位置数据,数据包,5,29380,文本,xlsx
0,940.0元,854KB,2016.11-2017.10,位置地图,黑龙江省停车场位置信息数据,数据包,5,25480,文本,xlsx
0,1.0元,1.9MB,2017.09-2017.10,智能投顾,人工智能行业动态周简报,数据报告,5,24555,文本,pdf
0,741.0元,528KB,2016.10-2017.10,位置地图,甘肃省住宅小区位置信息数据,数据包,5,24228,文本,xlsx
0,475.0元,352KB,2016.10-2017.10,位置地图,海南省住宅小区位置信息数据,数据包,5,23683,文本,xlsx
0,535.0元,459KB,2016.11-2017.10,位置地图,河南省保险公司位置信息数据,数据包,5,24821,文本,xlsx
0,765.0元,629KB,2016.11-2017.10,位置地图,山东省保险公司位置信息数据,数据包,5,23902,文本,xlsx
0,848.0元,795KB,2016.11-2017.10,位置地图,贵州省停车场位置信息数据,数据包,5,20530,文本,xlsx
0,432.0元,353KB,2016.10-2017.10,位置地图,江西省网吧位置信息数据,数据包,5,22924,文本,xlsx
0,467.0元,433KB,2016.10-2017.10,位置地图,江苏省健身中心位置信息数据,数据包,5,29155,文本,xlsx
0,1500.0元,104KB,2017.01-2017.04,位置地图,天津地铁地理位置数据,数据包,5,21955,文本,shp
0,502.0元,404KB,2016.10-2017.10,位置地图,辽宁省网吧位置信息数据,数据包,5,29691,文本,xlsx
2,2175.0元,1.5MB,2016.10-2017.10,位置地图,深圳市停车场位置信息数据,数据包,5,27395,文本,xlsx
0,2500.0元,311KB,2017.01-2017.05,位置地图,北京地铁地理位置数据,数据包,5,28926,文本,shp
0,260.0元,239KB,2016.11-2017.10,位置地图,辽宁省保险公司位置信息数据,数据包,5,23701,文本,xlsx
18,0元报告,1.5MB,2015.12-2017.12,产业经济,从大数据看产融模式成功之道,数据报告,5,20299,文本,PDF
0,4148.0元,2.8MB,2016.10-2017.10,位置地图,北京市停车场位置数据,数据包,5,20804,文本,xls
27,0元报告,2.0MB,2015.12-2017.12,产业经济,“一带一路”战略实施大盘点【免费】,数据报告,5,25414,文本,PDF
48,0元报告,1.6MB,2015.12-2017.12,经营管理,用管理大数据看商业模式创新的6种路径,数据报告,5,26038,文本,PDF
0,2165.0元,1.5MB,2016.10-2017.10,位置地图,苏州市停车场位置数据,数据包,5,28792,文本,xls
0,1950.0元,1.3MB,2016.10-2017.10,位置地图,南京市停车场位置数据,数据包,5,21706,文本,xls
0,1732.0元,1.2MB,2016.10-2017.10,位置地图,重庆市停车场位置数据,数据包,5,21733,文本,xls
0,892.0元,626KB,2016.10-2017.10,位置地图,长沙市停车场位置数据,数据包,5,26130,文本,xls
13,0元报告,1.1MB,2015.12-2017.12,产业经济,从大数据看煤炭企业兼并重组后的组织设计,数据报告,5,21437,文本,PDF
0,2526.0元,1.7MB,2016.10-2017.10,位置地图,杭州市停车场位置数据,数据包,5,22278,文本,xls
0,2831.0元,2.0MB,2016.10-2017.10,位置地图,广州市停车场位置数据,数据包,5,23307,文本,xls
0,1154.0元,797KB,2016.10-2017.10,位置地图,郑州市停车场位置数据,数据包,5,27304,文本,xls
0,535.0元,381KB,2016.10-2017.10,位置地图,哈尔滨市停车场位置数据,数据包,5,23286,文本,xls
389,0元报告,1008KB,2017.04-2017.06,市场调研,2017年Q2智能手机市场报告,数据报告,5,26374,图片,pdf
0,927.0元,647KB,2016.10-2017.10,位置地图,无锡市停车场位置数据,数据包,5,27941,文本,xls
0,1338.0元,939KB,2016.10-2017.10,位置地图,武汉市停车场位置数据,数据包,5,27285,文本,xls
1,718.0元,591KB,2016.10-2017.10,位置地图,南宁市停车场位置数据,数据包,5,22099,文本,xlsx
0,2000.0元,201KB,2017.01-2017.04,位置地图,深圳地铁地理位置数据,数据包,5,25156,文本,shp
0,1352.0元,954KB,2016.10-2017.10,位置地图,西安市停车场位置数据,数据包,5,29007,文本,xls
0,2500.0元,310KB,2017.01-2017.05,位置地图,上海地铁地理位置数据,数据包,5,22394,文本,shp
0,680.0元,42KB,2017.01-2017.05,位置地图,郑州商圈数据,数据包,5,27840,文本,shp
0,990.0元,118KB,2017.01-2017.05,位置地图,上海商圈数据,数据包,5,25205,文本,shp
0,2000.0元,176KB,2017.01-2017.04,位置地图,广州佛山地铁地理位置数据,数据包,5,21509,文本,shp
0,888.0元,83KB,2017.05-2017.05,位置地图,杭州商圈数据,数据包,5,24311,文本,shp
0,888.0元,34KB,2017.01-2017.05,位置地图,深圳商圈数据,数据包,5,22857,文本,shp
0,680.0元,74KB,2017.04-2017.05,位置地图,武汉商圈数据,数据包,5,24888,文本,shp
0,990.0元,164KB,2017.01-2017.05,位置地图,北京市商圈数据,数据包,5,28320,文本,shp
0,888.0元,74KB,2017.05-2017.05,位置地图,成都商圈数据,数据包,5,24211,文本,shp
0,990.0元,141KB,2017.01-2017.04,位置地图,南京地铁地理位置数据,数据包,5,24420,文本,shp
0,990.0元,54KB,2017.01-2017.04,位置地图,昆明地铁地理位置数据,数据包,5,22840,文本,shp
0,880.0元,40KB,2017.01-2017.05,位置地图,青岛地铁地理位置数据,数据包,5,23282,文本,shp
0,680.0元,51KB,2017.03-2017.06,位置地图,昆明商圈数据,数据包,5,24623,文本,shp
0,680.0元,44KB,2017.03-2017.06,位置地图,南昌商圈数据,数据包,5,26248,文本,shp
0,990.0元,79KB,2017.01-2017.04,位置地图,苏州地铁地理位置数据,数据包,5,24344,文本,shp
0,990.0元,2.1MB,2017.01-2017.05,位置地图,全国重点景区位置数据及深度信息,数据包,5,27243,文本,xlsx
0,888.0元,53KB,2017.04-2017.06,位置地图,西安商圈数据,数据包,5,29223,文本,shp
12,0元报告,1.2MB,2017.01-2018.01,产业经济,从大数据集团企业法人治理,数据报告,5,28591,文本,PDF
0,888.0元,63KB,2017.03-2017.06,位置地图,长沙商圈数据,数据包,5,25028,文本,shp
34,0元报告,1.4MB,2017.01-2018.01,产业经济,从大数据看企业风险管理,数据报告,5,29207,图片,PDF
0,355.0元,329KB,2016.10-2017.10,位置地图,山东省健身中心位置信息数据,数据包,5,29250,文本,xlsx
0,562.0元,484KB,2016.10-2017.10,位置地图,河北省旅行社位置信息数据,数据包,5,28552,文本,xlsx
0,218.0元,210KB,2016.10-2017.10,位置地图,四川省健身中心位置信息数据,数据包,5,28800,文本,xlsx
0,988.0元,678KB,2016.10-2017.10,位置地图,湖北省彩票彩券销售点位置信息数据,数据包,5,21763,文本,xlsx
0,549.0元,475KB,2016.10-2017.10,位置地图,四川省旅行社位置信息数据,数据包,5,25078,文本,xlsx
0,886.0元,600KB,2016.10-2017.10,位置地图,湖南省彩票彩券销售点位置信息数据,数据包,5,25852,文本,xlsx
0,383.0元,319KB,2016.10-2017.10,位置地图,山东省律师事务所位置信息数据,数据包,5,26623,文本,xlsx
0,996.0元,669KB,2016.10-2017.10,位置地图,安徽省彩票彩券销售点位置信息数据,数据包,5,29592,文本,xlsx
0,425.0元,361KB,2016.10-2017.10,位置地图,江苏省律师事务所位置信息数据,数据包,5,30133,文本,xlsx
0,257.0元,176KB,2016.10-2017.10,位置地图,安徽省电力营业厅位置信息数据,数据包,5,21157,文本,xlsx
0,477.0元,404KB,2016.10-2017.10,位置地图,广东省律师事务所位置信息数据,数据包,5,21845,文本,xlsx
0,325.0元,274KB,2016.10-2017.10,位置地图,河南省中国电信营业厅位置信息数据,数据包,5,25745,文本,xlsx
0,189.0元,147KB,2016.10-2017.10,位置地图,福建省电力营业厅位置信息数据,数据包,5,30058,文本,xlsx
0,271.0元,231KB,2016.10-2017.10,位置地图,河北省中国联通营业厅位置信息数据,数据包,5,25201,文本,xlsx
0,487.0元,379KB,2016.10-2017.10,位置地图,甘肃省中国移动营业厅位置信息数据,数据包,5,20360,文本,xlsx
0,294.0元,248KB,2016.10-2017.10,位置地图,江苏省中国联通营业厅位置信息数据,数据包,5,23268,文本,xlsx
0,231.0元,193KB,2016.10-2017.10,位置地图,湖南省中国联通营业厅位置信息数据,数据包,5,21086,文本,xlsx
0,348.0元,302KB,2016.10-2017.10,位置地图,山东省中国电信营业厅位置信息数据,数据包,5,27704,文本,xlsx
0,545.0元,435KB,2016.10-2017.10,位置地图,四川省中国移动营业厅位置信息数据,数据包,5,27120,文本,xlsx
0,676.0元,531KB,2016.10-2017.10,位置地图,山东省中国移动营业厅位置信息数据,数据包,5,26179,文本,xlsx
1,400.0元,192KB,2016.12-2017.11,位置地图,定制-宠物店位置信息数据（部分省市）,数据包,5,21076,文本,xlsx
0,692.0元,453KB,2016.10-2017.10,位置地图,安徽省公共厕所位置信息数据,数据包,5,26349,文本,xlsx
0,1060.0元,1.3MB,2016.10-2017.10,位置地图,云南省公共厕所位置信息数据,数据包,5,22468,文本,xlsx
0,737.0元,465KB,2016.10-2017.10,位置地图,山西省公共厕所位置信息数据,数据包,5,30110,文本,xlsx
0,976.0元,742KB,2016.10-2017.10,位置地图,陕西省手机卖场位置信息数据,数据包,5,26663,文本,xlsx
0,669.0元,508KB,2016.10-2017.10,位置地图,福建省商务大厦写字楼位置信息数据,数据包,5,25979,文本,xlsx
0,905.0元,679KB,2016.10-2017.10,位置地图,黑龙江省手机卖场位置信息数据,数据包,5,26912,文本,xlsx
0,702.0元,1.1MB,2016.10-2017.10,位置地图,山东省商务大厦写字楼位置信息数据,数据包,5,29815,文本,xlsx
0,727.0元,647KB,2016.10-2017.10,位置地图,广东省酒吧位置信息数据,数据包,5,27226,文本,xlsx
0,2000.0元,571KB,2015.01-2017.12,信用评估,企业信用 资信 征信报告,数据包,5,25559,文本,DOC
0,1076.0元,813KB,2016.10-2017.10,位置地图,河南省小学学校位置信息数据,数据包,5,24753,文本,xlsx
0,1478.0元,1.1MB,2016.10-2017.10,位置地图,天津市停车场位置数据,数据包,5,24195,文本,xls
0,3824.0元,2.6MB,2016.10-2017.10,位置地图,上海市停车场位置数据,数据包,5,25906,文本,xls
670,0元报告,673KB,2017.07-2017.07,市场调研,上海地铁站周围人群画像,数据报告,5,26131,图片,pdf
23,0元报告,1.3MB,2017.10-2017.10,市场调研,MobRetail商业地理解决方案,数据报告,5,27841,文本,png
0,50000.0元,443KB,2017.02-2017.02,产业经济,PPP模式研究,数据报告,5,28913,文本,PDF
0,20000.0元,623KB,2017.09-2017.09,产业经济,国有资本投资运营公司改组组建的政策、模式,数据报告,5,25641,文本,PDF
0,20000.0元,34KB,2017.09-2017.09,产业经济,国有资本投资运营公司的组织管控及风险控制,数据报告,5,27670,文本,PDF
0,50000.0元,547KB,2017.02-2017.02,产业经济,城投公司转型发展研究报告,数据报告,5,27827,文本,PDF
23,0元报告,560KB,2017.01-2017.06,市场调研,2017H1iOS畅销榜游戏分析报告,数据报告,5,22402,图片,jpg
0,20000.0元,903KB,2017.06-2017.07,产业经济,把握机遇 推动金融小镇创新发展,数据报告,5,29361,图片,PDF
0,50000.0元,556KB,2017.02-2017.02,产业经济,国企兼并重组后的管理整合研究,数据报告,5,21769,文本,PDF
0,20000.0元,415KB,2017.09-2017.09,产业经济,如何建立三层架构？,数据报告,5,21364,文本,PDF
0,50000.0元,705KB,2017.02-2017.02,产业经济,混合所有制改革下法人治理研究报告,数据报告,5,25126,文本,PDF
0,20000.0元,574KB,2017.09-2017.09,产业经济,国有资本投资运营公司战略重新定位及规划,数据报告,5,25768,文本,PDF
0,20000.0元,1.2MB,2017.07-2017.07,产业经济,一带一路背景下国际工程行业业务模式分析,数据报告,5,21148,图片,PDF
0,20000.0元,851KB,2015.12-2017.12,产业经济,从管理大数据看中国集团企业品牌建设【精】,数据报告,5,28650,文本,PDF
0,50000.0元,535KB,2013.12-2016.12,产业经济,集团企业风险管理研究,数据报告,5,25341,文本,PDF
0,20000.0元,977KB,2017.10-2017.10,产业经济,大数据时代 企业员工管理创新,数据报告,5,26774,文本,PDF
0,20000.0元,824KB,2017.06-2017.07,产业经济,从东航混改看国企改革,数据报告,5,26619,图片,PDF
0,20000.0元,945KB,2015.12-2017.12,产业经济,煤炭企业兼并重组及管理整合,数据报告,5,27407,文本,PDF
13,0元报告,1.2MB,2017.01-2018.01,产业经济,从管理大数据看转型期城投企业的文化重构,数据报告,5,21132,文本,PDF
0,20000.0元,714KB,2017.08-2017.08,产业经济,国企改革员工持股热点分析及趋势判断,数据报告,5,27716,文本,PDF
0,1.0元,609KB,2017.11-2017.12,智能投顾,人工智能行业动态周报11.27-12.3,数据报告,5,21630,文本,pdf
20,0元报告,1.5MB,2017.01-2018.01,产业经济,16大混改案例多视角探析本轮混改路径,数据报告,5,24470,文本,PDF
13,0元报告,1.6MB,2017.01-2018.01,产业经济,从大数据看兼并重组后品牌整合的四种策略,数据报告,5,20422,文本,PDF
0,4000.0元,5.4MB,2018.01-2018.01,智能客服,中文对德语翻译平行语料10万条,数据包,5,30928,文本,.txt
0,4000.0元,13.1MB,2018.01-2018.01,智能客服,中文对法语翻译平行语料10万条,数据包,5,26730,文本,.txt
0,1290.0元,1.1MB,2016.11-2017.11,位置地图,全国图书馆位置数据,数据包,5,24193,文本,xlsx
0,4000.0元,11.7MB,2018.01-2018.01,智能客服,中文对西拔牙翻译平行语料10万条,数据包,5,24656,文本,.txt
0,150.0元,12.2MB,2017.10-2017.12,智能识别,中袖上衣商品图片,数据包,5,20532,图片,jpg
0,150.0元,11.7MB,2017.12-2018.01,智能识别,蝴蝶结上衣商品图片,数据包,5,21120,图片,jpg
2,1000.0元,100KB,2017.12-2018.01,智能客服,1000轮对话-金融保险类,数据包,5,28166,文本,excel
13,0元报告,1.4MB,2017.01-2018.01,产业经济,大数据告诉你国资管理平台公司应如何运营,数据报告,5,29648,文本,PDF
0,2000.0元,824KB,2017.03-2017.07,产业经济,2017年 智泽华月度行业分析报告,数据报告,5,28155,文本,PDF
0,4000.0元,7.4MB,2018.01-2018.01,智能客服,中文对印度尼西亚翻译平行语料10万条,数据包,5,21797,文本,.csv
0,100.0元,3.6MB,2016.12-2016.12,产业经济,2016年12月计算机、通信行业,数据报告,5,22883,文本,doc
0,2000.0元,20.6MB,2018.01-2018.01,智能客服,中文对英文翻译平行语料10万条,数据包,5,28278,文本,.txt
14,0元报告,1.1MB,2017.01-2018.01,产业经济,多元化产业集团管控模式-责权篇,数据报告,5,25404,文本,PDF
0,350.0元,505KB,2016.10-2017.10,位置地图,四川省邮局位置信息数据,数据包,5,21494,文本,xlsx
0,353.0元,285KB,2016.10-2017.10,位置地图,浙江省邮局位置信息数据,数据包,5,26917,文本,xlsx
0,747.0元,684KB,2016.10-2017.10,位置地图,江苏省咖啡厅位置信息数据,数据包,5,26595,文本,xlsx
0,498.0元,456KB,2016.10-2017.10,位置地图,福建省咖啡厅位置信息数据,数据包,5,20943,文本,xlsx
0,276.0元,195KB,2016.10-2017.10,位置地图,河北省电力营业厅位置信息数据,数据包,5,23920,文本,xlsx
0,700.0元,630KB,2016.10-2017.10,位置地图,浙江省咖啡厅位置信息数据,数据包,5,23394,文本,xlsx
0,757.0元,677KB,2016.10-2017.10,位置地图,山东省冷饮店位置信息数据,数据包,5,29768,文本,xlsx
0,320.0元,298KB,2016.10-2017.10,位置地图,浙江省甜品店位置信息数据,数据包,5,28442,文本,xlsx
0,771.0元,690KB,2016.10-2017.10,位置地图,陕西省糕饼店位置信息数据,数据包,5,29154,文本,xlsx
0,239.0元,187KB,2016.10-2017.10,位置地图,湖北省产业园区位置信息数据,数据包,5,28721,文本,xlsx
0,215.0元,168KB,2016.10-2017.10,位置地图,福建省产业园区位置信息数据,数据包,5,26503,文本,xlsx
16,0元报告,1.4MB,2013.12-2017.12,产业经济,从管理大数据看烟草行业员工行为规范特征,数据报告,5,27374,文本,PDF
0,469.0元,382KB,2016.10-2017.10,位置地图,全国骨科医院位置信息数据,数据包,5,25812,文本,xlsx
0,1000.0元,46KB,2015.01-2017.12,企业综合,企业财务数据,数据包,5,27227,文本,xlsx
0,526.0元,465KB,2016.10-2017.10,位置地图,全国急救中心位置信息数据,数据包,5,24383,文本,xlsx
0,672.0元,562KB,2016.10-2017.10,位置地图,全国妇科医院位置信息数据,数据包,5,27226,文本,xlsx
1,1373.0元,1.3MB,2016.10-2017.10,位置地图,全国宠物诊所位置信息数据,数据包,5,26391,文本,xlsx
0,182.0元,164KB,2016.10-2017.10,位置地图,全国传染病医院位置信息数据,数据包,5,30137,文本,xlsx
7,0元报告,1.2MB,2015.03-2016.04,产业经济,瓶装水用户分析报告0426,数据报告,5,23618,文本,pdf
35,0元报告,900KB,2016.12-2017.12,产业经济,看大数据时代企业员工培训的发展,数据报告,5,24415,文本,PDF
10,0元报告,1.7MB,2016.12-2017.12,产业经济,从煤矿安全事故数据看煤矿安全管理,数据报告,5,26413,文本,PDF
0,508.0元,445KB,2016.10-2017.10,位置地图,全国整形美容医院位置信息数据,数据包,5,22999,文本,xlsx
0,345.0元,298KB,2016.10-2017.10,位置地图,全国眼科医院位置信息数据,数据包,5,26829,文本,xlsx
0,50000.0元,489KB,2017.02-2017.02,产业经济,集团企业法人治理研究报告,数据报告,5,25750,文本,PDF
0,50000.0元,632KB,2017.02-2017.02,产业经济,国资投资运营公司运营模式研究报告,数据报告,5,26055,文本,PDF
2,222.0元,189KB,2016.10-2017.10,位置地图,全国三级甲等医院位置信息数据,数据包,5,28571,文本,xlsx
0,20000.0元,969KB,2015.12-2017.12,产业经济,大数据时代企业员工管理创新,数据报告,5,20618,文本,PDF
0,20000.0元,1023KB,2015.12-2017.12,产业经济,“一带一路”战略实施大盘点,数据报告,5,23679,文本,PDF
0,20000.0元,902KB,2015.12-2017.12,产业经济,大数据告诉你企业并购重组成功之路,数据报告,5,26136,文本,PDF
0,888.0元,55KB,2017.01-2017.05,位置地图,广州商圈数据,数据包,5,28801,文本,shp
0,50000.0元,584KB,2017.02-2017.02,产业经济,多元化产业集团管控之道,数据报告,5,21914,文本,PDF
0,50000.0元,805KB,2017.02-2017.02,产业经济,产融模式的路径和方法研究,数据报告,5,29305,文本,PDF
0,680.0元,53KB,2017.01-2017.05,位置地图,重庆商圈数据,数据包,5,21096,文本,shp
0,680.0元,58KB,2017.01-2017.05,位置地图,南京商圈数据,数据包,5,23747,文本,shp
0,680.0元,69KB,2017.01-2017.05,位置地图,天津商圈数据,数据包,5,23584,文本,shp
58,0元报告,577KB,2017.11-2017.11,智能投顾,人工智能行业周报11.20-11.26,数据报告,5,21775,文本,pdf
11,0元报告,32.0MB,2018.01-2018.01,产业经济,《2017阿尔巴尼亚投资指南》,数据报告,5,20953,文本,PDF
0,1782.0元,1.6MB,2016.10-2017.11,位置地图,全国潮州菜餐馆位置数据,数据包,5,28683,文本,xlsx
0,1475.0元,1.2MB,2016.10-2017.11,位置地图,全国安徽（徽菜）餐馆位置数据,数据包,5,21521,文本,xlsx
0,43.0元,53KB,2017.05-2017.11,位置地图,全国桔子酒店位置数据,数据包,5,26102,文本,xlsx
0,2000.0元,4.2MB,2017.06-2017.06,市场调研,2017年06月电气机械和器材制造业行业,数据报告,5,28912,文本,PDF
0,1000.0元,816KB,2016.11-2017.10,位置地图,河南省加油站位置信息数据,数据包,5,27882,文本,xlsx
0,665.0元,540KB,2016.11-2017.10,位置地图,云南省旅游景点位置信息数据,数据包,5,22866,文本,xlsx
1,138.0元,125KB,2017.06-2017.11,位置地图,全国速8酒店位置数据,数据包,5,24488,文本,xlsx
0,249.0元,217KB,2016.11-2017.10,位置地图,吉林省洗车行位置信息数据,数据包,5,25611,文本,xlsx
0,1647.0元,1.1MB,2016.11-2017.10,位置地图,广西壮族自治区停车场位置信息数据,数据包,5,27706,文本,xlsx
0,206.0元,189KB,2016.11-2017.10,位置地图,河南省洗车行位置信息数据,数据包,5,27674,文本,xlsx
0,244.0元,221KB,2016.11-2017.10,位置地图,河南省二手车交易市场位置信息数据,数据包,5,22921,文本,xlsx
0,360.0元,324KB,2016.11-2017.10,位置地图,浙江省汽车租赁公司位置信息数据,数据包,5,22836,文本,xlsx
0,170.0元,164KB,2016.11-2017.10,位置地图,黑龙江省汽车租赁公司位置信息数据,数据包,5,24068,文本,xlsx
0,181.0元,187KB,2016.11-2017.10,位置地图,新疆维吾尔自治区加油站位置信息数据,数据包,5,25267,文本,xlsx
0,267.0元,236KB,2016.11-2017.10,位置地图,河北省二手车交易市场位置信息数据,数据包,5,21118,文本,xlsx
